shipment_id,customer_id,origin,destination,status,create_ts
dc39bada-0a80-4de0-b915-96fcf4140c4b,41ad8605-47f7-4a1a-b282-4f5e3957f18f,Patriciaton,East Michelletown,DELIVERED,2026-03-30 18:44:20.988565
d9619849-9a90-4754-aff9-eb9e310f700c,90cf0532-2a1e-4d39-be49-89caa5766899,East Alexandra,Benjaminmouth,CREATED,2026-03-30 18:44:20.988694
65afdd4f-206d-4cf5-aeff-fa3317f27fe0,1fdf8f20-fe98-48dc-81b3-f13accbf0915,South Gailmouth,New Howard,IN_TRANSIT,2026-03-30 18:44:20.988806
81af1624-1aa7-4ecf-b20c-805471da15b4,2c4e6fa4-f3a4-4e0b-b0fc-b43f35e47588,New Ronaldmouth,Claystad,CREATED,2026-03-30 18:44:20.988939
d3e57cad-3dd0-49ee-8095-f03156225352,2bdb7905-32b1-492f-b678-efc3dd230077,Matthewburgh,East Donald,CREATED,2026-03-30 18:44:20.989049
2f50f53c-43f3-4ee5-9b71-4f03589b18ed,75f076e4-6d43-4850-a5c8-66b297d375c9,Morganland,Lowerymouth,IN_TRANSIT,2026-03-30 18:44:20.989181
683ee601-daeb-4a4b-b447-5ae2b3a01598,acfcbce2-a653-43d5-8586-22741dc2edb2,Andersonchester,South Glendahaven,DELIVERED,2026-03-30 18:44:20.989315
f14d2798-6bea-4b75-969b-25bc610b712e,6c826b76-e793-4c3a-affd-82a9f720b104,Lake Amberside,Jamesmouth,CREATED,2026-03-30 18:44:20.989449
fdb749b5-825a-4164-81bd-7695b6c861f6,4d2170bc-cd36-4841-af13-6de3577426e9,Justinstad,Adamshaven,DELIVERED,2026-03-30 18:44:20.989584
f35ebfb7-bb01-4594-ae76-a06c50ec6ef4,d4a03ecb-932b-4827-b7e4-fc3359a4a3e6,Farmermouth,Meyerport,IN_TRANSIT,2026-03-30 18:44:20.989734
48115e4c-3b4a-4a32-b42f-72835beb38ae,6f7ae3f0-7837-40bb-b155-829266839933,Samuelton,New Stephanie,CREATED,2026-03-30 18:44:20.989850
9cadf143-c504-477b-890f-6abbaa25bf18,7b7043d1-6ab8-447a-9a4d-42c3beebab5c,Johnsonstad,Lake Deborah,CREATED,2026-03-30 18:44:20.989982
0f2225a4-352d-4121-aa5a-b6e43ddb4f65,1c8baf05-202f-4534-8f49-9ef1e791ea7c,West Hector,East Margaret,CREATED,2026-03-30 18:44:20.990093
991d924a-f7ab-4663-bd37-2aff6032d220,cc2ff15b-3f4c-4ddb-87a5-b3abfeea87b3,New Katiemouth,Sellershaven,IN_TRANSIT,2026-03-30 18:44:20.990227
db465cf2-b28d-489c-a072-0b791c8bb76c,1262c517-5698-4c58-bdef-eefddb3bc359,Port Nicholas,Mcintyreburgh,IN_TRANSIT,2026-03-30 18:44:20.990362
fba7d538-c449-4a5e-b54e-219330cc402c,c19e8ea5-c1bd-41bc-baee-1b8e04c43678,Stephanieton,North Ashley,IN_TRANSIT,2026-03-30 18:44:20.990473
10d98b34-1441-42d8-87e1-25e7656338da,72e1ed3e-806c-42fa-8114-d09667b47391,North Troy,North Jenniferside,CREATED,2026-03-30 18:44:20.990584
b0967d4f-396d-41f1-8080-583ec1c37869,b722b36a-69d6-4b84-8071-277f47548d5d,Lake Joshua,Charlesmouth,DELIVERED,2026-03-30 18:44:20.990693
14056186-e663-4bef-b30d-4e7ca60d028a,f69403a6-cc48-466e-a847-368f2b73b2cc,Thomastown,East Lori,IN_TRANSIT,2026-03-30 18:44:20.990821
3da2dd46-3c4c-43b4-a0fa-39ea2b49024e,4a7724cd-5a00-4b48-850e-40eb7778a693,West Lynn,West Scottmouth,IN_TRANSIT,2026-03-30 18:44:20.990932
27399ca8-60a7-4618-a411-221fda332ec3,eeb74e8b-29c4-4fca-8dd3-c6a02ac39d8d,Leechester,Chelseastad,DELIVERED,2026-03-30 18:44:20.991062
30b8a426-fe1e-42fc-9394-07810b54c78b,f5181e51-9ea8-4e2d-8b8a-6944e2cee441,Lake Julia,North Brandy,CREATED,2026-03-30 18:44:20.991175
e4d09de1-63f0-4686-95c1-7330ab3c3927,5db3d83e-8c3f-4c43-9c80-6c427dd53eba,Matthewtown,Carlmouth,DELIVERED,2026-03-30 18:44:20.991285
9c55692e-9816-4c20-af58-d49950aa09a9,d0834df5-3bdb-442e-9d3a-46ca79936e67,New Markland,Sarahtown,IN_TRANSIT,2026-03-30 18:44:20.991396
2ff76229-aee3-4cb3-8468-2d488578f96b,8a37ba2f-3205-4d45-b95b-9eb065907e56,New Tricia,Rogersstad,IN_TRANSIT,2026-03-30 18:44:20.991524
8d8b7bda-c38d-4143-ba2f-e2adad039d62,3a53aa27-cc45-4e7d-b547-5f29c1b36781,Port Kara,Alexanderberg,CREATED,2026-03-30 18:44:20.991653
9d3239a0-8ffa-4394-bea4-9511015db8d6,91451235-f250-4d38-9b32-22778a048a76,Hayesland,Mariatown,IN_TRANSIT,2026-03-30 18:44:20.991785
1ecc5913-a0c9-4900-86bb-8007a14ea3f4,e3c31b25-4fd0-4618-a784-d326d2136c30,West Paul,North Debra,DELIVERED,2026-03-30 18:44:20.991901
cdd8e057-1268-4f60-be27-629b26d2d4a4,3c5fd1f9-914f-44cc-9061-55cec5f0f761,Moralesmouth,North Brett,CREATED,2026-03-30 18:44:20.992031
ee134cfd-10bf-4999-b3a2-5d4ac5095a34,dc07dc1a-d711-4287-897d-fa0d851642bf,Jonesmouth,West Christopherfort,CREATED,2026-03-30 18:44:20.992162
12249fef-a0bf-4314-b69b-3c0420af7530,021e0607-8275-4969-ab97-6cf7dbb92212,New David,Elizabethport,IN_TRANSIT,2026-03-30 18:44:20.992275
2f4d0acd-d634-45ca-842e-79fac093a9cc,dad0fd78-06df-4ad0-a2ba-87cf5d728fd6,South Rachel,Feliciastad,CREATED,2026-03-30 18:44:20.992388
5b49ed29-f8bd-421a-92f3-941fd45ad18a,1db42dd4-0a9c-48b0-b358-93e64e705ccf,Lawsonview,Williamsonport,IN_TRANSIT,2026-03-30 18:44:20.992537
81158558-3b79-4c8a-a7a5-fc6ae46cab80,6c5230f2-7144-4640-9f1f-abf862dde589,Smithtown,Johnsonmouth,IN_TRANSIT,2026-03-30 18:44:20.992685
efc84735-42d0-4ed3-9baa-dd636c139555,73875a39-95fe-44c3-8302-0f6dbf625119,East Stephanieside,Ryanfurt,DELIVERED,2026-03-30 18:44:20.992798
90aeb897-879d-4b6e-8d7f-d2e92c93e1f0,e3315a8e-fde8-4fc4-bda8-30d39053d90b,West Jenniferville,New Carol,IN_TRANSIT,2026-03-30 18:44:20.992910
94db3b53-c6d8-4704-9de4-54735c7dec14,42e603a4-8d24-4d7a-9131-5a57f26bdac5,West Miranda,Smithville,DELIVERED,2026-03-30 18:44:20.993044
44af8081-e45a-4107-abf4-76d5af0cccda,6a89fdea-200d-4417-b611-f9d991de5ec3,Ianmouth,South Donna,IN_TRANSIT,2026-03-30 18:44:20.993154
8a78f8b7-989e-49de-9282-8ec5f60fc373,793e9d34-0ab6-4638-9103-8c812ab53e67,North Benjamin,Brittanyburgh,CREATED,2026-03-30 18:44:20.993264
e26efde4-e27d-4dab-8d4c-ce5ef2b3d046,3fd2a869-c0e1-4a1d-859a-6e028702473f,Charleschester,Alexanderland,CREATED,2026-03-30 18:44:20.993393
e096d4be-1962-43d6-b8fb-8ba96daa6d56,c2df29fa-a326-4f7e-a1b3-4433ac5b8fe3,Mackenziehaven,Moorebury,DELIVERED,2026-03-30 18:44:20.993523
1fbd7cef-137e-4096-a680-7d471e33aef0,e08d2f43-7cd8-4dfa-965b-bd59233f0845,Francisburgh,Estradaland,CREATED,2026-03-30 18:44:20.993673
8687b3c1-1104-4254-a6e7-669dcd719601,c1e07fbd-7bcc-4b2c-acd7-53601d820b40,South Teresa,East Danielland,DELIVERED,2026-03-30 18:44:20.993786
0f329f45-84b0-4f15-ab96-541bb40fba00,1a44ba05-e958-4869-adae-0bea4234199d,Port Eric,Lake Robertville,IN_TRANSIT,2026-03-30 18:44:20.993908
ce583869-10fa-4d04-86fc-53fa522101a2,12fbdb10-5ca0-4d16-b78f-32a11d4f5920,Annetteburgh,Stephaniemouth,IN_TRANSIT,2026-03-30 18:44:20.994018
788188ee-cb77-4648-a617-1915e6b08058,2c241769-b16c-4e8d-a877-91f7301cb072,Monicaborough,Teresashire,CREATED,2026-03-30 18:44:20.994127
34e1b3cb-91b1-4eef-9046-3a442c5271f6,66bc8285-1b5e-47c3-82d1-b9ec3415a03f,Kimberg,Brittneyport,CREATED,2026-03-30 18:44:20.994262
9239bb56-75d0-4ffe-97b9-bbfbcb684546,c7013b97-38a5-486d-b04c-abcf076d9b99,Lyonsland,New Nicole,CREATED,2026-03-30 18:44:20.994391
bcc518de-ad90-4c73-9827-d52cf75444ec,7768dace-32d4-4b43-80ff-a1f48b75d61d,Hollandville,East Victoria,CREATED,2026-03-30 18:44:20.994521
94822eea-78d7-4250-b278-8a10c20c84eb,459e2565-4566-4e0b-be7d-4ebf2574a773,North Stephanie,Port Laura,CREATED,2026-03-30 18:44:20.994630
175ba014-594d-4563-b4f1-6ed131a06fc0,8a9b3c81-9a2b-42f3-ae8e-5b49d39e8b92,East Joel,New Richardhaven,DELIVERED,2026-03-30 18:44:20.994742
95d8b325-8651-4dce-bb75-689b4889f512,d89ba569-f02a-4ed1-a660-b8239bd4348f,Melissahaven,Phillipsport,IN_TRANSIT,2026-03-30 18:44:20.994871
1fc7ee8f-f868-440d-8d9a-90795ec9d409,9c8985ed-551f-442a-becd-023549b57436,West Wendyberg,Traceyfort,DELIVERED,2026-03-30 18:44:20.994984
86127c27-43ff-41af-9540-b24b0fca517f,ed543644-f7dc-4fd4-bf3f-6887e75774c2,East Jamieland,North Vincenthaven,IN_TRANSIT,2026-03-30 18:44:20.995097
2ff0e6cc-5501-46b0-9861-2f6e16b6cc1d,d250d1f9-e58c-491f-b69e-1b46d17a3ad9,East Ronaldhaven,East Martin,IN_TRANSIT,2026-03-30 18:44:20.995208
f87dfcde-66e2-4755-9084-4971caf23fba,111a3ef4-a44b-4dc6-b790-d9154c0529cd,South Ronaldshire,Lake Michaelberg,CREATED,2026-03-30 18:44:20.995322
4e308e35-059b-4892-a576-d827006b489a,ab97f5e7-4c03-4529-9f0d-edb48bd548f2,Danielsville,Alexisbury,IN_TRANSIT,2026-03-30 18:44:20.995455
a7363082-65e9-448f-bd8e-ea5f627c4b00,612b0daa-c361-4eec-ada6-e9317af2ed45,North Michaelmouth,Garciahaven,CREATED,2026-03-30 18:44:20.995589
ec5d938f-821f-446a-8d49-f13b1fc46ba2,0cce1aff-c7df-45d1-80c4-f1776ad615b8,East Rebecca,Kevinmouth,DELIVERED,2026-03-30 18:44:20.995699
5dbcb547-8718-432d-b1a6-4c7532abc231,30c02223-f6de-45d2-8c32-cb04df9c2e87,New Scottmouth,East Stacey,IN_TRANSIT,2026-03-30 18:44:20.995868
b64438d6-80e3-4d1d-aa95-9ad416501009,b14e21b4-b749-4720-b218-701a3ec3c13b,South Melindaburgh,Romerostad,CREATED,2026-03-30 18:44:20.996076
b502d10c-ad03-4a55-bd64-5af37ca95b84,d7f936c1-501e-40c8-acfd-ec969155cd1a,West James,East Laurenborough,IN_TRANSIT,2026-03-30 18:44:20.996203
ba2e6b97-fff9-4909-a127-ee8ef29424fc,142b3ed1-47d3-4b9a-8a39-319022b85a69,Zunigaberg,Johnsonchester,IN_TRANSIT,2026-03-30 18:44:20.996355
d01a9fa2-5279-4ebd-9858-4bb4b27dd158,a041e177-fc5c-4deb-aced-5738ed5fb825,Griffinhaven,Port Mary,CREATED,2026-03-30 18:44:20.996485
831cadab-3ebd-49f6-95a4-f02d8be7a900,28b65f5c-35ce-4716-bf2c-8aa977c40604,Dianashire,Lake Sarahborough,CREATED,2026-03-30 18:44:20.996602
a0efa7be-9ee0-49c7-a47a-cdaf34951ca6,f1077c3f-d3cb-49ab-8fc3-3142ad688ac3,North Elizabethmouth,East Kendraville,CREATED,2026-03-30 18:44:20.996725
84bcefc2-a3a4-4e15-a359-1177a3c92819,dc3f1923-4b98-44d5-8fff-b3ce49e491c3,Laurenhaven,Port Brandyhaven,DELIVERED,2026-03-30 18:44:20.996836
4a707ee1-f469-4097-a9e5-832fad3a2f01,62dffba5-cf2f-4535-9d88-dbbae590a169,Matthewview,Lake Brian,CREATED,2026-03-30 18:44:20.996948
3259f60b-c90f-4b6f-9788-2613514cdb22,b6d32f17-6839-43e5-8b65-24813045fca7,Harrismouth,West Elizabeth,DELIVERED,2026-03-30 18:44:20.997087
84fa5fc9-01b6-4819-a0dc-1be4f88e8b18,ca5103cf-c8d6-442d-a9bc-d74bec4d65f6,Millertown,Dustintown,CREATED,2026-03-30 18:44:20.997218
366e1f9f-f785-4848-905f-06b1f4ad059b,72bebb47-d2d8-4772-9982-4ff33b0e886b,North Katiemouth,New Brandon,CREATED,2026-03-30 18:44:20.997329
474d168c-d3a4-4d49-a7c1-e2a1195d9fd7,86e40a49-fc6f-44fc-b4d7-fd112855146b,Port Rachelport,West Jared,CREATED,2026-03-30 18:44:20.997444
1a664427-b86d-4612-aa22-e8ee9c423ca5,02b2da9f-f910-4dc7-9ddb-cb2a6e983ffb,East Carl,Lake Sabrinaville,IN_TRANSIT,2026-03-30 18:44:20.997555
0bf14b8a-6a5e-4e95-b7c6-681cd3ebe46c,403bc7f1-bc2a-42e8-9ddb-e3c19d5f188c,Crystalmouth,Kellyside,IN_TRANSIT,2026-03-30 18:44:20.997684
759d8457-9a5a-4408-8b34-12c477978cdc,43178ac9-3fe0-44db-88b1-426c780c4e77,Heathershire,Michaelside,DELIVERED,2026-03-30 18:44:20.997794
7334edb1-28eb-406e-80d7-823c7feb2483,b66de603-793c-42bb-99a1-95dd49c5a0c7,Port Derrickland,East Michael,IN_TRANSIT,2026-03-30 18:44:20.997915
f5c57bdf-60b2-414b-964d-32766d324b18,6afd7a68-d9b9-45e2-acfc-37e168f2f56e,Lake Jessicafurt,Lake George,IN_TRANSIT,2026-03-30 18:44:20.998033
cf4dd04d-459f-4769-a032-d6b94ac1f2ad,cf9f5fd4-f845-4e16-a233-624be69e6895,Robinsontown,Portermouth,CREATED,2026-03-30 18:44:20.998183
cfb36d9e-02a0-4305-a952-d92fca12cb3a,aa52d11b-9996-48a1-a8c3-1614dd9ec294,New Karenville,Rubioport,DELIVERED,2026-03-30 18:44:20.998322
02b1f3ef-a58d-4802-900f-cc9517336f73,4820923f-14a8-4b92-83b9-69a552a60b83,Port Elizabeth,Josephmouth,DELIVERED,2026-03-30 18:44:20.998434
19b42fb8-7016-430c-a2ee-ab7d13e24463,0f3539a3-7aaf-463a-93ee-3d4dfe90a182,Levinemouth,Lewischester,DELIVERED,2026-03-30 18:44:20.998582
c374df0b-3699-40b0-9157-c34c51fa765f,04bee6fd-b239-4b5f-9546-921b25063888,North Bradleyfort,Jacksonfurt,IN_TRANSIT,2026-03-30 18:44:20.998714
7c00bc14-58aa-474a-979d-1b65177e7441,31a2f709-d882-4f04-8591-1b3b4f32937c,Nicolemouth,Hesterport,DELIVERED,2026-03-30 18:44:20.998847
03eed71a-d00a-4eb0-a14d-17c30da4decd,2e1c592b-9a94-489d-9bc9-53cbb8687322,South Anitaport,Keithfurt,CREATED,2026-03-30 18:44:20.998959
43282595-e2b7-450e-98cf-064c2acb9ff8,f095fe5a-4ff3-46ce-bbe9-7bd3612b5e57,South Michelemouth,Wellsfurt,IN_TRANSIT,2026-03-30 18:44:20.999089
02596daa-462f-467e-8533-b9ad3355edef,e327188f-f9c8-43e7-ae01-c15c78bcd5d5,Smithville,Jessicastad,CREATED,2026-03-30 18:44:20.999221
db97416d-0ade-4b48-9710-73834cd7b38f,b3fb3dde-e48d-4d19-9713-fd7ae384c49d,New Michaelbury,Burnshaven,IN_TRANSIT,2026-03-30 18:44:20.999352
1523566c-e9d8-4c79-8e22-c2587080dd57,33330c08-0328-4026-889c-911db447b8cd,Port Scott,East Kelseyborough,IN_TRANSIT,2026-03-30 18:44:20.999464
9bb6727b-697b-423d-a896-a1eb98d760f0,11df7403-4b02-419a-975b-50f16f4b281b,Brightstad,Moranshire,DELIVERED,2026-03-30 18:44:20.999613
f5163225-46cc-4c61-a463-385485e32858,02d9922c-c04b-41d8-a7ce-15de2d171cfc,Lake Thomas,North Connorchester,IN_TRANSIT,2026-03-30 18:44:20.999724
7fda00ad-0d75-4ab8-a3bd-d64018307d74,96398223-051c-4d09-b3b7-e7b11acbe37a,Lopezport,Perezside,CREATED,2026-03-30 18:44:20.999879
32fd9878-6f69-43bc-be8b-af3406babd78,64ab6190-cccf-4c40-911d-7f0f9779b44c,Alexandraborough,Danielshire,DELIVERED,2026-03-30 18:44:20.999989
3f7706af-abc7-4123-b5df-7560a009ba40,fa79893b-682d-4d95-b923-a679c1706895,Reedchester,Lake Daniel,CREATED,2026-03-30 18:44:21.000117
ca7178ad-0eb2-4305-83a0-5f00514c50b8,8696d823-d9bb-49be-bacc-fbf91b767610,West Joelton,Johnsport,DELIVERED,2026-03-30 18:44:21.000254
e5fa896e-cfb3-4775-ba27-63bb090df9f0,3d674ac8-adad-478c-8b2d-b71ce3645b92,North Donnaberg,Port David,DELIVERED,2026-03-30 18:44:21.000369
646c0fb2-8bf7-414f-9065-fffcec0d4ded,37582300-8e54-4f5c-b83f-9e8328ca8995,Patelshire,Paulmouth,IN_TRANSIT,2026-03-30 18:44:21.000500
40145921-81a1-47d0-8357-8168ddcdbe43,5f420bfa-18e2-407d-bdad-65f22d325160,South Kimberlyfort,Jaclynburgh,IN_TRANSIT,2026-03-30 18:44:21.000612
ad30e969-582a-43cc-ab7d-387a236ba352,c29c0c70-d7f1-4693-855b-834908798ff9,Lake Davidfurt,New Randallberg,DELIVERED,2026-03-30 18:44:21.000725
6defb360-93c6-49f8-a2e2-2da90ce06fa0,d3580294-2f7d-4623-b789-0ae0475e4c16,South Angela,East Samuelhaven,DELIVERED,2026-03-30 18:44:21.000836
5f443168-32c4-44ad-be4a-df86a52ea905,11ac21fa-330e-4cc3-b833-18f9d98cef10,Taylorport,Garyside,DELIVERED,2026-03-30 18:44:21.000944
86038094-4dae-4dac-9e65-47e2f81695f4,d04ea623-1936-4cbf-befc-e24b2912f745,New Henryfort,Lake Melissa,DELIVERED,2026-03-30 18:44:21.001055
5d7c9ca9-4a79-4c6f-a844-2722852ba852,69cc0841-740c-42d6-9d92-f368a1994c69,Michaelchester,New Craigberg,DELIVERED,2026-03-30 18:44:21.001166
34fd36c4-beff-4eb7-9f91-91fc5a70108b,49c91d88-fb18-4c7e-b975-4a38315c9229,Mariahmouth,Ashleyfurt,IN_TRANSIT,2026-03-30 18:44:21.001274
b264f91f-9246-49a8-8fcb-5550459fa44e,c17ac17a-da1c-47ba-9c80-cf7b922b3070,Chadmouth,Port Robinland,CREATED,2026-03-30 18:44:21.001389
e2fa3fe3-a8ab-4565-9378-f604377988c1,aafd7b57-0a4e-4fda-8ea6-39745d2ca394,Lake Linda,Robertsonshire,CREATED,2026-03-30 18:44:21.001520
7076a390-3cb6-4747-ac6f-439f89340d1c,0d5a2064-9bb4-43d2-9c17-fd571267ae67,New Tamara,West Ashleyborough,IN_TRANSIT,2026-03-30 18:44:21.001632
8423e97f-49ed-45d3-bc45-c81e7700cf2b,417c2f3c-c509-4a71-b713-c19f1e86d387,East Andrewville,West Benjamin,IN_TRANSIT,2026-03-30 18:44:21.001744
7af24b08-6a8e-4465-9164-4a73375b3e21,44a5ee58-43ea-4736-99c8-3011e1c77bb8,Allenview,Contrerasview,CREATED,2026-03-30 18:44:21.001902
f83f0f02-30ff-48be-aca4-3bba69dd4481,cf438e65-96dc-4133-bb06-c51abdd583ec,Sheaview,Georgeborough,CREATED,2026-03-30 18:44:21.002033
53da8ef0-1767-4ede-aad9-7fe1db5563a9,35d44224-ac2a-4e44-b84b-a7edb1cb5c0f,Youngshire,Hooverborough,DELIVERED,2026-03-30 18:44:21.002185
43b1ea6a-a5f1-420d-8acb-24e68c328716,94b9ffb5-1771-4bb1-9aaa-0cf4fecc2132,Lake Cheyenne,Morrowfort,IN_TRANSIT,2026-03-30 18:44:21.002313
19912b47-8d53-4d8f-ac47-c19ac572fa7f,00d0b8b6-4927-490a-bca9-867b2d4b8015,North Joelborough,East Ryan,CREATED,2026-03-30 18:44:21.002425
fbfce306-696f-434e-8289-8549b1836709,ca5280cd-c427-4c43-b352-67b259f95ffd,East Kristenbury,Castanedamouth,DELIVERED,2026-03-30 18:44:21.002557
52c923ed-5c1e-45a1-8aff-922abd0345c7,8bbfd159-5086-4ab6-9197-5f82bfa25d27,Priceshire,Davenportfort,CREATED,2026-03-30 18:44:21.002705
fbc4bbc8-9fd1-4417-bb07-7c925c8ff0ba,138d9d4f-a8db-40d4-b57f-b4fe62183ebc,Justinfort,South Luisside,IN_TRANSIT,2026-03-30 18:44:21.002816
c47caa87-ac88-4f56-8a71-afba1dd9a9a4,6cb5047f-0399-4dcc-bf0d-4e552350faae,Smithport,New Alejandroland,IN_TRANSIT,2026-03-30 18:44:21.002947
b28e0474-46ab-4b2d-9baa-08d341e8988d,4507a55c-a015-491d-ba45-033e012a3c37,Amandachester,Andreaborough,IN_TRANSIT,2026-03-30 18:44:21.003055
dcfd7f7d-0bb9-4b74-a67e-163d18095fd8,d2634975-233c-4a73-bc7c-6ed138f41d3e,Georgemouth,Mcdonaldmouth,IN_TRANSIT,2026-03-30 18:44:21.003202
13793234-60e0-4f3c-b013-1c5872b8d882,b978da95-40a5-4b97-9531-5fa1777ecfca,North David,East Robin,CREATED,2026-03-30 18:44:21.003311
843e0d71-df7c-43ab-8c4d-17b50739a5cc,b57fd03a-4a38-4e64-aa6a-6eba5d9340b6,Thomasfurt,North Danielview,DELIVERED,2026-03-30 18:44:21.003445
9faa8e2d-f9dd-4cf5-ad35-3cea64a3efe2,1864787a-5b55-4c51-b44d-38358040a7f8,Novakside,East Richard,IN_TRANSIT,2026-03-30 18:44:21.003574
fd4b8f60-17ac-4eba-ab81-6f6c476dde76,31678429-7abb-4f06-9b6b-c79cf8c023f5,West Adamview,Bennetthaven,DELIVERED,2026-03-30 18:44:21.003705
4bc60e57-7914-4dbb-a718-8408e0c51cfa,06e7d5d8-a98d-44f3-8857-218f16244caa,Carsonhaven,North Alisontown,DELIVERED,2026-03-30 18:44:21.003837
8bdb5abc-4ebb-4b6d-96c7-93241400df95,49ba3334-77ce-41d1-b76d-9609208c29df,Chenburgh,Paynefort,CREATED,2026-03-30 18:44:21.003992
e6ebed55-df71-4ee9-adf5-a03ae71cbde4,bbe2646b-1bca-4141-a0e8-fd39a0cc628d,Tracybury,Barajasburgh,IN_TRANSIT,2026-03-30 18:44:21.004125
6d59efe8-e6bd-4600-9e65-200a4001b223,0d96a4d6-2276-4050-a08c-547299d9396b,Stanleytown,Lake Ashleybury,IN_TRANSIT,2026-03-30 18:44:21.004256
8489dbba-34d3-42b5-a0c7-117aedab6026,313eb083-29d1-4e53-b443-2bd176a9956c,West Evan,Thompsonton,DELIVERED,2026-03-30 18:44:21.004388
63b9bc69-25b9-4f3a-94d5-cd88b23b01e5,5444cb42-11b3-44ce-aa90-a31a258a38d1,Cruzmouth,South Johnshire,IN_TRANSIT,2026-03-30 18:44:21.004521
b6c19423-2817-4d6c-8fc1-1f47acd20e37,52daacac-4bc1-43f0-a940-01c6fe0b7d48,Lake Sarahtown,Lake Lisaville,IN_TRANSIT,2026-03-30 18:44:21.004634
e81408b4-331e-40af-9f00-e930acae1739,424883a4-8d21-42ac-8aa1-136e880f2d60,Dianaton,Albertburgh,DELIVERED,2026-03-30 18:44:21.004742
462b0ee2-d367-4dfc-940a-cd002cf69a8e,2217b787-507d-469a-b78a-e9be9cfc4cda,Aliciaton,Mckaymouth,CREATED,2026-03-30 18:44:21.004870
f21c3900-d37b-413c-a26b-8273b7424a03,34256725-e4fd-4026-b712-d1af073f7d66,Michellemouth,Michaelchester,DELIVERED,2026-03-30 18:44:21.004978
7fd560f5-9c31-4096-84bb-35199b6e2d3d,f75c9234-4926-49f1-97ca-0aedb1bdb8d7,Lake Walter,Griffithfort,DELIVERED,2026-03-30 18:44:21.005109
2ba13299-03b0-4cbc-a144-615c730e9114,d1d63cf6-b2e2-4545-96c9-584861ac173c,West Patriciatown,Gonzalesland,DELIVERED,2026-03-30 18:44:21.005240
80848fe9-e98a-4e91-a5e3-762762031bed,cf1cd7c4-780a-4297-84a5-bab9bfa9a514,New Jenniferchester,West Karenside,DELIVERED,2026-03-30 18:44:21.005355
7c07a70b-41ae-4635-836f-dded47c3a42c,309bc636-a000-42a6-a1ff-608b66137f38,North Cathy,Antoniofurt,IN_TRANSIT,2026-03-30 18:44:21.005463
